"ספר שמואל/שמ""ב א"	0	<noinclude>{{תבנית:טעמי המקרא באינטרנט}}//{{מ:שוליים|5}}//{{תבנית:משתמש:Dovi/טעמי המקרא}}//</noinclude>		
"ספר שמואל/שמ""ב א"	א	{{פפ}}//	{{מ:פסוק|שמואל ב|א|א}}	וַיְהִ֗י אַֽחֲרֵי֙ מ֣וֹת שָׁא֔וּל וְדָוִ֣ד שָׁ֔ב מֵהַכּ֖וֹת אֶת־הָעֲמָלֵ֑ק וַיֵּ֧שֶׁב דָּוִ֛ד בְּצִֽקְלָ֖ג יָמִ֥ים שְׁנָֽיִם׃
"ספר שמואל/שמ""ב א"	ב	__	{{מ:פסוק|שמואל ב|א|ב}}	וַיְהִ֣י{{מ:לגרמיה}}בַּיּ֣וֹם הַשְּׁלִישִׁ֗י וְהִנֵּה֩ אִ֨ישׁ בָּ֤א מִן־הַֽמַּחֲנֶה֙ מֵעִ֣ם שָׁא֔וּל וּבְגָדָ֣יו קְרֻעִ֔ים וַאֲדָמָ֖ה עַל־רֹאשׁ֑וֹ וַֽיְהִי֙ בְּבֹא֣וֹ אֶל־דָּוִ֔ד וַיִּפֹּ֥ל אַ֖רְצָה וַיִּשְׁתָּֽחוּ׃
"ספר שמואל/שמ""ב א"	ג	__	{{מ:פסוק|שמואל ב|א|ג}}	וַיֹּ֤אמֶר לוֹ֙ דָּוִ֔ד אֵ֥י מִזֶּ֖ה תָּב֑וֹא וַיֹּ֣אמֶר אֵלָ֔יו מִמַּחֲנֵ֥ה יִשְׂרָאֵ֖ל נִמְלָֽטְתִּי׃
"ספר שמואל/שמ""ב א"	ד	__	{{מ:פסוק|שמואל ב|א|ד}}	וַיֹּ֨אמֶר אֵלָ֥יו דָּוִ֛ד מֶה־הָיָ֥ה הַדָּבָ֖ר הַגֶּד־נָ֣א לִ֑י וַ֠יֹּ֠אמֶר אֲשֶׁר־נָ֨ס הָעָ֜ם מִן־הַמִּלְחָמָ֗ה וְגַם־הַרְבֵּ֞ה נָפַ֤ל מִן־הָעָם֙ וַיָּמֻ֔תוּ וְגַ֗ם שָׁא֛וּל וִיהוֹנָתָ֥ן בְּנ֖וֹ מֵֽתוּ׃
"ספר שמואל/שמ""ב א"	ה	__	{{מ:פסוק|שמואל ב|א|ה}}	וַיֹּ֣אמֶר דָּוִ֔ד אֶל־הַנַּ֖עַר הַמַּגִּ֣יד ל֑וֹ אֵ֣יךְ יָדַ֔עְתָּ כִּֽי־מֵ֥ת שָׁא֖וּל וִיהוֹנָתָ֥ן בְּנֽוֹ׃
"ספר שמואל/שמ""ב א"	ו	__	{{מ:פסוק|שמואל ב|א|ו}}	וַיֹּ֜אמֶר הַנַּ֣עַר{{מ:לגרמיה}}הַמַּגִּ֣יד ל֗וֹ נִקְרֹ֤א נִקְרֵ֙יתִי֙ בְּהַ֣ר הַגִּלְבֹּ֔עַ וְהִנֵּ֥ה שָׁא֖וּל נִשְׁעָ֣ן עַל־חֲנִית֑וֹ וְהִנֵּ֥ה הָרֶ֛כֶב וּבַעֲלֵ֥י הַפָּרָשִׁ֖ים הִדְבִּקֻֽהוּ׃
"ספר שמואל/שמ""ב א"	ז	__	{{מ:פסוק|שמואל ב|א|ז}}	וַיִּ֥פֶן אַחֲרָ֖יו וַיִּרְאֵ֑נִי וַיִּקְרָ֣א אֵלַ֔י וָאֹמַ֖ר הִנֵּֽנִי׃
"ספר שמואל/שמ""ב א"	ח	__	{{מ:פסוק|שמואל ב|א|ח}}	"וַיֹּ֥אמֶר לִ֖י מִי־אָ֑תָּה {{כו""ק|ויאמר|וָאֹמַ֣ר}} אֵלָ֔יו עֲמָלֵקִ֖י אָנֹֽכִי׃"
"ספר שמואל/שמ""ב א"	ט	__	{{מ:פסוק|שמואל ב|א|ט}}	וַיֹּ֣אמֶר אֵלַ֗י עֲמׇד־נָ֤א עָלַי֙ {{נוסח|וּמֹ֣תְתֵ֔נִי|א=וּמֹ֣תֲתֵ֔נִי}} כִּ֥י אֲחָזַ֖נִי הַשָּׁבָ֑ץ כִּֽי־כׇל־ע֥וֹד נַפְשִׁ֖י בִּֽי׃
"ספר שמואל/שמ""ב א"	י	__	{{מ:פסוק|שמואל ב|א|י}}	וָאֶעֱמֹ֤ד עָלָיו֙ וַאֲמֹ֣תְתֵ֔הוּ כִּ֣י יָדַ֔עְתִּי כִּ֛י לֹ֥א יִֽחְיֶ֖ה אַחֲרֵ֣י נִפְל֑וֹ וָאֶקַּ֞ח הַנֵּ֣זֶר{{מ:לגרמיה}}אֲשֶׁ֣ר עַל־רֹאשׁ֗וֹ וְאֶצְעָדָה֙ אֲשֶׁ֣ר עַל־זְרֹע֔וֹ וָאֲבִיאֵ֥ם אֶל־אֲדֹנִ֖י הֵֽנָּה׃
"ספר שמואל/שמ""ב א"	יא	__	{{מ:פסוק|שמואל ב|א|יא}}	וַיַּחֲזֵ֥ק דָּוִ֛ד בִּבְגָדָ֖ו וַיִּקְרָעֵ֑ם וְגַ֥ם כׇּל־הָאֲנָשִׁ֖ים אֲשֶׁ֥ר אִתּֽוֹ׃
